Drawing,Number,Annotation,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100,1. All dimensions are in millimetres unless stated otherwise.,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100,2. Do not scale from this drawing. ,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100,3. This drawing is to be read in conjunction with drawings:,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170001,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170002,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170003,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170004,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170005,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170106,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170101,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170102,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170103,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170104,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170110,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170200,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170201 ,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170202,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-170300,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100,4. For proposed works to Oldham Road Bridge,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-DRG-T-LP-162800 series,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100,5. Refer to W3 CDM risk register GRIP4 ,,,,,
Greenfield Station - Proposed Footbridge General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170100, 167037-TGP-25-MVL3-RSA-W-CV-173005 for full list of risks. ,,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,1.  All dimensions in millimeters unless noted otherwise. All levels are in meters above ordnance Survey Datum Newlyn.,,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,2.  Dimensions of bridge deck obtained from topographical survey information and archive drawing.,,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,"3. TPEN chainage string is based on FUGRO RILA data captured March 2017 and follows the down main 6"" rail throughout this zone. The datum is the down cess 8 mile post (12874.752m) at Stalybridge taken from ""104536-SUR-Stalybridge combined survey + AFC.dgn""",,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,4. Buried services locations are based on TPEN16 Buried Services Model and are indicative only.,,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,"5. The bridge has a signed headroom to the carriageway of 13' 3"".",,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,6. For SI/GI shown on this drawing refer to,,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,7. Minimum dimensions from top of rail to top of deck are based on the findings of the trial pits referenced on this drawing,,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500,8. This drawing references the following external spoke proposed models:,,,,,
Form A - MVL3/25 Royal George - Existing GA Drawing,167037-TGP-25-MVL3-DRG-C-ST-042500, 151667-TSA-W2B-MVL3-DM3-R-TR-000017,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201,Notes:,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201,1. All dimensions are in millimetres unless stated otherwise.,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201,2. Do not scale from this drawing. ,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201,3. This drawing is to be read in conjunction with drawings:,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170001,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170002,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170003,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170004,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170005,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170106,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170100,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170101,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170102,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170103,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170104,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170110,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170200 ,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170202,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-170300,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201,4. For proposed works to Oldham Road Bridge,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-DRG-T-LP-162800 series,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201,5. Refer to W3 CDM risk register GRIP4 ,,,,,
Greenfield Station - Proposed Platform Elevations and Sections Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170201, 167037-TGP-25-MVL3-RSA-W-CV-173005 for full list of risks. ,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,1.  All dimensions are in millimetres unless shown otherwise. All levels are in metres above Ordnance Survey Datum Newlyn.,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,"2.  TPEN chainage string is based on FUGRO RILA data captured March 2017 and follows the down main 6"" rail throughout this zone. The datum is the down cess 8 mile post (12874.752m) at Stalybridge taken from ""104536-SUR-Stalybridge combined survey + AFC.dgn""",,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,3.  Refer to the following documents for CDM/Environmental and CSM hazards and mitigations relating to the works proposed in this submission:,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051, CDM Hazard Record: 167037-TGP-2BC-MVL3-REG-W-ST-040001,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051, CSM Hazard Record: 167037-NWR-00-TRU-UAP-W-DM-000088*,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,4.  This drawing shall be read in conjunction drawing 167037-TGP-22-MVL3-DRG-C-ST-041050 and Form A Document: 167037-TGP-W2B-MVL3-FOA-C-ST-040006,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,5.  Buried services locations are based on TPEN16 Buried Services Model and are indicative only. Services to be temporarily supported during excavations (if required) and works to be in accordance with NR/L2/AMG/1030 (Working Safely In the Vicinity of Buried Services),,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051, WARNING:,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051, Buried Services Information supplied is to PAS LEVEL D.,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051," Subject to verification it MUST be considered as ""for guidance purposes only""",,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,6. The inside face of the footbridge is to be painted. All external surfaces of the footbridge is to be weathering steel with the exception of SHS top chords. The staircase and foundations steel components are to be painted. Handrails and stair edging to contrast,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,7. Stair risers and goings based on BS 8300 and DfT Design Standards for Accessible Railway Stations (Version 4),,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051, ,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,8.  The proposed footbridge is to be based on the Network Rail standard LMZ footbridge design – refer NR/CIV/SD/400 series drawings for details,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,9.  The OLE is to be free running below the footbridge,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,10.  Footbridge is to be electrically continuous. A bonding lug is to be provided to enable bonding to track (by others),,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,11.  The footbridge route over the railway will be required to be closed for a period of time following removal of the existing bridge and during construction of the new foundations. A diversion route via MVL10 underbridge will be required during this period,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,12. For construction sequence refer to Part 1 of Form A 167037-TGP-W2B-MVL3-FOA-C-ST-040006,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,13. Proposed boundary fencing assumed to be as per Table 1 of NR/L2/OTK/5100 Issue 3. Refer to lineside security submission for boundary fencing details,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Proposed General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041051,14. PAN 61 required to be followed. Details to be submitted through TENE for the bridge alterations (i.e. change to solid parapet),,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200,\H0.714286x;Notes:,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200,1. All dimensions are in millimetres unless stated otherwise.,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200,2. Do not scale from this drawing. ,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200,3. This drawing is to be read in conjunction with drawings:,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170001,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170002,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170003,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170004,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170005,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170106,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170100,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170101,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170102,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170103,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170104,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170110,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170201 ,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170202,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-170300,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200,4. For proposed works to Oldham Road Bridge,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-DRG-T-LP-162800 series,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200,5. Refer to W3 CDM risk register GRIP4 ,,,,,
Greenfield Station - Proposed Platform General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170200, 167037-TGP-25-MVL3-RSA-W-CV-173005 for full list of risks. ,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001,\H0.714286x;Notes:,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001,1. All dimensions are in millimetres unless stated otherwise.,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001,2. Do not scale from this drawing. ,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001,3. This drawing is to be read in conjunction with drawings:,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170002,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170003,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170004,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170005,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170006,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170100,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170101,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170102,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170103,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170104,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170110,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170200,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170201 ,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170202,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-170300,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001,4. For proposed works to Oldham Road Bridge,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-DRG-T-LP-162800 series,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001,5. Refer to W3 CDM risk register GRIP4 ,,,,,
Greenfield Station - Existing Site General Arrangement,167037-TGP-25-MVL3-DRG-C-ST-170001, 167037-TGP-25-MVL3-RSA-W-CV-173005 for full list of risks. ,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050,Notes,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050,1. All dimensions in millimetres unless stated otherwise. All levels are in metres above ordnance Survey Datum Newyln. ,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050,2. Dimensions of bridge deck obtained from topographical survey information and archive drawing,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050,3.  TPEN chainage string is based on FUGRO RILA data,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050," captured March 2017 and follows the down main 6"" rail",,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050, throughout this zone. The datum is the down cess 8 mile,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050," post (12874.752m) at Stalybridge taken from ""104536-",,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050," SUR-Stalybridge combined survey + AFC.dgn""",,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050,4. Buried services locations are based on TPEN16 Buried,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050, Services Model and are indicative only. Buried Services,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050, Information supplied is to PAS LEVEL D. Subject to,,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050," verification it MUST be considered as ""for guidance",,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050," purposes only""",,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050,5. Extent of foundations are shown indicatively based on findings of site investigations undertaken by BAM Ritches in 2022 (refer report 151667-TSA-W2B-MVL3-DM3-X-MF-960529),,,,,
Form A - MVL3/10A Lower Beestow Footbridge Existing General Arrangement,167037-TGP-22-MVL3-DRG-C-ST-041050,6.  A detailed Examination undertaken by Amey in 2017 found the structure to be in fair condition with 2-3mm max corrosion and paint loss throughout whole of structure. Minor section loss at connections between main and cross girders was identified  with 50% head loss to rivets/bolts at bottom flanges mid span. Open joints were also identified to the bankseat and pier,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004,\H0.714286x;Notes:,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004,1. All dimensions are in millimetres unless stated otherwise.,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004,2. Do not scale from this drawing. ,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004,3. This drawing is to be read in conjunction with drawings:,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170001,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170002,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170003,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170005,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170006,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170100,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170101,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170102,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170103,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170104,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170110,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170200,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170201 ,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170202,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-170300,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004,4. For proposed works to Oldham Road Bridge,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-DRG-T-LP-162800 series,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004,5. Refer to W3 CDM risk register GRIP4 ,,,,,
Greenfield Station - Proposed Site Plan,167037-TGP-25-MVL3-DRG-C-ST-170004, 167037-TGP-25-MVL3-RSA-W-CV-173005 for full list of risks. ,,,,,
Greenfield Station - Proposed Footbridge Elevations Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170101,\H0.714286x;Notes:,,,,,
Greenfield Station - Proposed Footbridge Elevations Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170101,1. All dimensions are in millimetres unless stated otherwise.,,,,,
Greenfield Station - Proposed Footbridge Elevations Sheet 1 of 2,167037-TGP-25-MVL3-DRG-C-ST-170101,2. Do not scale from this drawing. ,,,,,
